location	A Coruna	43.361494	-8.411483
location	Aalter	51.079810	3.459957
location	Aarschot	50.986584	4.868284
location	Aartselaar	51.133297	4.3870241
location	Abondant	48.790785	1.420178
location	Accra	5.591875	-0.184552
location	Adajan	21.2651204	72.84991282218647
location	Adams County WA	46.985877	-118.480355
location	Adams County WI	43.973540	-89.755486
location	Adilabad	19.5	78.5
location	Agargaon	23.7792	90.3737
location	Agoncillo	42.4451704	-2.2913654
location	Agra	27.1752554	78.0098161
location	Agualva	38.7712545	-9.291961378935335
location	Aguas livres	38.7077507	-9.1365919
location	Ahmedabad	23.024605	72.570805
location	Ahmednagar	19.162772500000003	74.85802430085195
location	Aichi	35.067543	137.334061
location	Aiseau	50.404827	4.576191
location	Aisemont	50.404382	4.651832
location	Akola	20.7618624	77.19217162524623
location	Al Amrat	23.5223356	58.5002366
location	Al Awabi	23.3	57.52
location	Al Matariyyah	30.123764	31.317953
location	Alajuela	10.012782	-84.215404
location	Alajuelita	9.88904325	-84.10610329208212
location	Alameda County	37.6017	-121.7195
location	Alamedilla	37.5816	-3.2439
location	Alaquas	39.4572928	-0.46098
location	Albacete	38.9943	-1.8585
location	Albal	39.3964	-0.4137
location	Albalat dels Sorells	39.5436955	-0.3461912
location	Albany County	42.601369	-73.973601
location	Albelda de Iregua	42.3560509	-2.4736796
location	Alberite	42.4060734	-2.4392907
location	Albolote	37.2283	-3.6544
location	Alboraia	39.5009954	-0.34948
location	Alboraya	39.4990	-0.3510
location	Albrechtice	49.784998	18.529067
location	Albuixech	39.5448	-0.3248
location	Alcala de Henares	40.4820	-3.3635
location	Alcala la Real	37.4645	-3.9241
location	Alcalde Díaz	9.118995	-79.559360
location	Alcaniz	41.0510	-0.1335
location	Alcobendas	40.527225	-3.637649
location	Alcudia	39.8533	3.1240
location	Aldeanueva de Ebro	42.2293469	-1.8880858
location	Aldrans	47.250725	11.445815
location	Alfacar	37.2383551	-3.5663721
location	Alfaro	42.1785741	-1.7492454
location	Algeciras	36.138633	-5.455967
location	Algemesi	39.190758	-0.4357471
location	Alginet	39.2651129	-0.4716912
location	Algueirão-Mem Martins	38.7999099	-9.3397834
location	Alhaurin de la Torre	36.657013	-4.560975
location	Alianca	-7.6026425	-35.2263514
location	Aligandí	9.233243	-78.016640
location	Aligarh	27.8974	78.0880
location	Alken	50.877283	5.289834
location	Allamakee County	43.286290	-91.352362
location	Allegheny County	40.4597204	-79.9760405
location	Almansa	38.8703	-1.0993
location	Almargem do Bispo	38.8491202	-9.264334778649605
location	Almassera	39.5105	-0.3572
location	Almenara	-16.1797	-40.6953
location	Almeria	36.844270	-2.450766
location	Almussafes	39.2924334	-0.4138577
location	Altenhof Am Hausruck	48.134291	13.686464
location	Alzira	39.1512424	-0.4346133
location	Amadora	38.7595162	-9.223677009460125
location	Amajuba	-27.7351566	29.961884968271626
location	Ambite	40.3284	-3.1824
location	Amelia Denis de Icaza	9.041001	-79.516947
location	Americana	-22.7392463	-47.3306032
location	Amersfoort	52.163773899999995	5.3965879493517015
location	Ames	42.9038	-8.6584
location	Amneville	49.2603613	6.1420739
location	Amravati	21.15454115	77.64429617998744
location	Amsterdam West	52.37454030000001	4.897975505617977
location	Anchorage	61.203109	-149.888095
location	Ancona	43.480120400000004	13.218790609151764
location	Ancón	9.065597	-79.613801
location	Andalucia	4.173863	-76.164864
location	Andel	51.7851	5.0549
location	Andenne	50.487207	5.056619
location	Anderlecht	50.829058	4.29586
location	Angers	47.6781742	2.4367044
location	Ans	50.671731	5.510231
location	Anserma	5.238746	-75.782888
location	Antananarivo	-18.9100122	47.5255809
location	Antella	39.080713	-0.5909714
location	Antequera	37.017136	-4.561986
location	Antheit	50.548353	5.240102
location	Antonan del Valle	42.5248122	-5.9499103
location	Anzegem	50.830817	3.452651
location	Apeldoorn	52.2156457	5.9639485
location	Ar Rustaq	23.3899385	57.4201142
location	Aracaju	-10.9162061	-37.0774655
location	Araçatuba	-21.207992	-50.4390225
location	Arbre	50.611772	3.817121
location	Arequipa	-16.3988667	-71.5369607
location	Arganda del Rey	40.3064	-3.4479
location	Argenteuil	48.9479069	2.2481797
location	Armenia	4.539019	-75.680551
location	Arnedo	42.2273401	-2.0995697
location	Arnulfo Arias	8.9517794	-79.5563299
location	Arradon	47.62798	-2.8229152
location	Arraiján	8.98985635	-79.6793266702984
location	Arroyo de la Luz	39.4840338	-6.5845773
location	Artajona	42.5876058	-1.7644227
location	As Seeb	23.6821956	58.1843842
location	Aserri	9.865508	-84.091553
location	Asnières-sur-Seine	48.911508	2.284362
location	Asotin County	46.1460	-117.2085
location	Asper	50.915644	3.652577
location	Asse	50.9094	4.2005
location	Assebroek	51.201322	3.255146
location	Assis	-22.6620892	-50.420623
location	Assumption Parish	29.912050	-91.042405
location	Astorga	42.4553555	-6.0529025
location	Atarfe	37.2212	-3.6902
location	Auckland	-36.8314	174.7606
location	Auderghem	50.808473	4.439214
location	Aurangabad	19.877263	75.3390241
location	Autol	42.2130714	-2.0057815
location	Avelgem	50.781406	3.450563
location	Awa Reserve	0.450000	-77.450000
location	Ayna	40.4637	-3.7492
location	Azamgarh	26.02269675	83.02887343114848
location	Azovo	54.70385	73.026871
location	Babahoyo	-1.802318	-79.524709
location	Bad Gastein	47.109942	13.127594
location	Badalona	41.4493539	2.248254
location	Bagerhat	22.6554187	89.7971746
location	Bahia Blanca	-38.7183	-62.2663
location	Bahla	22.970025	57.2986957
location	Balazote	38.8849	-2.1523
location	Balen	51.155143	5.184431
location	Balneario Camburiu	-26.9924395	-48.6339782
location	Bandung	-6.9344694	107.6049539
location	Bangkok	13.803139	100.491612
location	Barabanki	26.93823105	81.38609761204991
location	Baracaldo	43.29548	-2.9900933
